商品[       150101]-[      6000183] ＊＊ 商品ﾌﾟﾙｰﾌﾘｽﾄ ＊＊ DATE : 2025/04/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商品CD,商品名ｶﾅ,商品名,商品名(略),商品名入力,相手先商品番号,JANｺｰﾄﾞ,大分類,中分類,課税区分,在庫管理,入荷残管理,売上残管理,入数,単位,標準在庫数,標準原価,定価,登録日,最終更新日,経理ｺｰﾄﾞ,科目名,仕入先ｺｰﾄﾞ,仕入先名,備考,仕様,種別コード,種別名,管理部署コード,管理部署名,棚番,品　名,軽減税率区分,平均売値,単重,分類１CD,分類１名,分類２CD,分類２名,分類３CD,分類３名,分類４CD,分類４名
1070013,カクホリウーロンチャ,カクホリ 烏龍茶べにふうき 20g,ｶｸﾎﾘ 烏龍茶べにふう,入力する,181,4933378101191,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,179.49,1300,2022/1/19,2024/9/6,     ,,       ,,,20g、(袋:YF45),1,製品,2,小売支援課,,露地烏龍茶,1 軽減税率,,,1,リーフ,15,烏龍茶,2,M(無薬相当品),1,レインフォレスト
1070014,カクホリコウチャベニ,カクホリ 紅茶べにふうき 20g,ｶｸﾎﾘ 紅茶べにふうき,入力する,193,4933378101443,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,199.49,1300,2022/6/26,2024/9/6,     ,,       ,,,20g、(袋:YF47),1,製品,2,小売支援課,,露地紅茶,1 軽減税率,,,1,リーフ,18,紅茶,2,M(無薬相当品),1,レインフォレスト
1070015,カクホリウーロンチャ,ｶｸﾎﾘ 烏龍茶べにふうき181_100g_10327,ｶｸﾎﾘ 烏龍茶べにふう,入力する,181,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,436.5,900,2022/7/7,2024/9/6,     ,,       ,,大隅ティーナリー(フリーズドライ用),100g、(袋:10327),1,製品,2,小売支援課,,RAカクホリ烏龍茶べにふうき(2番茶)-M,1 軽減税率,,,1,リーフ,15,烏龍茶,2,M(無薬相当品),1,レインフォレスト
1070016,カクホリコウチャベニ,カクホリ 紅茶べにふうき 200g,ｶｸﾎﾘ 紅茶べにふうき,入力する,193,4933378102495,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,1047,5000,2023/3/7,2024/9/6,     ,,       ,,茶石向け(RA商品としては販売しない),200g、(袋:10825)RA対応なし,1,製品,2,小売支援課,,RA ｶｸﾎﾘ紅茶べにふうき(2番茶)-M,1 軽減税率,,,1,リーフ,18,紅茶,2,M(無薬相当品),1,レインフォレスト
1070017,カクホリコウチャベニ,カクホリ 紅茶べにふうき 20g JAWD,ｶｸﾎﾘ 紅茶べにふうき,入力する,199,4933378103393,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,210.73,1300,2023/9/15,2024/9/6,     ,,       ,,日本茶アワード受賞茶,20g、(袋:YF47) 日本茶アワード受賞茶,1,製品,2,小売支援課,,RA ｶｸﾎﾘ紅茶べにふうき-M JAWD,1 軽減税率,,,1,リーフ,18,紅茶,2,M(無薬相当品),1,レインフォレスト
1070018,カクホリコウチャベニ,カクホリ 紅茶べにふうき 20g Leafies,ｶｸﾎﾘ 紅茶べにふうき,入力する,199,4933378103539,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,209.32,1400,2024/1/31,2024/9/6,     ,,       ,,JTF浅草にて販売商品,20ｇ、袋：YF47　,1,製品,2,小売支援課,,原料　RA ｶｸﾎﾘ紅茶べにふうき-M JAWD,1 軽減税率,,,1,リーフ,18,紅茶,2,M(無薬相当品),1,レインフォレスト
1070019,カクホリコウチャベニ,試飲用 ｶｸﾎﾘ紅茶べにふうき10gLeafies,ｶｸﾎﾘ 紅茶べにふうき,入力する,199,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,81,,2024/1/31,2024/9/6,     ,,       ,,JTF浅草にて試飲用に使用,10g　袋10767,1,製品,2,小売支援課,,原料 RA ｶｸﾎﾘ紅茶べにふうき-M JAWD,1 軽減税率,,,1,リーフ,18,紅茶,2,M(無薬相当品),1,レインフォレスト
1070020,カクホリウーロンチャ,カクホリ烏龍茶べにふうき 20gJAWD,ｶｸﾎﾘ烏龍茶べにふうき,入力する,243(袋：YF45),4933378103546,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,196.73,1300,2024/12/12,2024/12/12,     ,,       ,,日本茶アワード受賞茶,20g、(袋:YF45) 日本茶アワード受賞茶,1,製品,2,小売支援課,,原料RAｶｸﾎﾘ烏龍茶べにふうき発酵度強-M,1 軽減税率,,,1,リーフ,15,烏龍茶,2,M(無薬相当品),1,レインフォレスト
1080104,アラビキトク,あらびき(特) 2gスティック,あらびき 2g ｽﾃｨｯｸ,入力する,47,4933378093168,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,12.2,50,2001/4/23,2024/11/13,     ,,       ,,,2g,1,製品,2,小売支援課,,あらびき茶(特)、スティック,1 軽減税率,,,4,粉末,28,煎茶粉末,2,M(無薬相当品),,
1080105,アラビキトク,あらびき(特) 2g/20個入り,あらびき 2g/20,入力する,47,4933378091072,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,265.49,1000,2008/7/14,2024/11/13,     ,,       ,,,2g/20個,7,セット商品,2,小売支援課,1-S5-1,あらびき茶(特)、スティック,1 軽減税率,,,,,,,,,,
1080120,アラビキトクカンイリ,あらびき(特) 60g缶入,あらびき 1000/60g缶,入力する,47,4933378090891,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,261.48,1000,2008/7/11,2024/11/13,     ,,       ,,,60g,1,製品,2,小売支援課,1-S5-2,あらびき茶(特)、缶,1 軽減税率,,,4,粉末,28,煎茶粉末,2,M(無薬相当品),,
1080130,アラビキトク,あらびき(特) 30g,あらびき 1000/30g,入力する,47,4933378091096,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,125.14,520,2009/2/12,2024/11/13,     ,,       ,,,30g,1,製品,2,小売支援課,1-11-3-3,あらびき茶(特)、袋,1 軽減税率,,,4,粉末,28,煎茶粉末,2,M(無薬相当品),,
1080132,アラビキトク,あらびき(特) 2g/10個入り,あらびき 2g/10,入力する,47,4933378092017,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,143.48,520,2009/10/14,2024/11/13,     ,,       ,,,2g/10個,7,セット商品,2,小売支援課,1-S5-1,あらびき茶(特)、スティック,1 軽減税率,,,,,,,,,,
1080134,シインヨウアラビキチ,試飲用　あらびき茶(特) 60g,試飲用 あらびき茶 10,入力する,47,4933378093403,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,228.18,1000,2014/9/25,2024/11/13,     ,,       ,,,60g,1,製品,2,小売支援課,1-E6-2,あらびき茶(特)、試飲用,1 軽減税率,,,4,粉末,28,煎茶粉末,2,M(無薬相当品),,
1080139,ｱﾗﾋﾞｷﾁｬｼｲﾝﾖｳ(ｸﾗﾖ,試飲用　あらびき茶 200g(蔵用）,あらびき茶試飲用200g,入力する,47,4933378094622,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,732.48,2200,2016/2/9,2025/3/3,     ,,       ,,蔵使用,200g,1,製品,2,小売支援課,,あらびき茶、試飲用,1 軽減税率,,,4,粉末,28,煎茶粉末,2,M(無薬相当品),,
1080140,アラビキチャトク,あらびき茶(特)047_500g_袋10826,あらびき茶(特)047_50,入力する,47,4933378094721,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,1757.5,3750,2016/5/27,2024/9/6,     ,,       ,,尚志館高校向け,500g(袋：10826),1,製品,2,小売支援課,注文時のみ,あらびき茶(特)、袋,1 軽減税率,,,4,粉末,28,煎茶粉末,2,M(無薬相当品),,
1080144,アラビキチャトク,あらびき茶(特)047_1kg_袋1093,あらびき茶(特)/1kg,入力する,47,4933378095612,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,3462.5,5300,2016/9/10,2024/12/7,     ,,       ,,,1kg、(袋:1093),1,製品,2,小売支援課,,あらびき茶(特)、袋,1 軽減税率,,,4,粉末,28,煎茶粉末,2,M(無薬相当品),,
1080151,カキゲンテイアラビキ,夏季限定　あらびき茶(特) 30g,夏季限定 あらびき茶(,入力する,50,4933378096732,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,139.6,520,2017/6/15,2024/9/6,     ,,       ,,,30g,1,製品,2,小売支援課,,夏季限定あらびき茶(特),1 軽減税率,,,4,粉末,28,煎茶粉末,2,M(無薬相当品),,
1080152,シインヨウカキゲンテ,試飲用　夏季限定あらびき茶(特) 60g,試飲用 夏季限定あら,入力する,50,4933378096800,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,208.7,,2017/7/17,2024/9/6,     ,,       ,,,60g,2,半製品,2,小売支援課,,夏用あらびき茶(特),1 軽減税率,,,4,粉末,28,煎茶粉末,2,M(無薬相当品),,
1080154,シインヨウトウキゲン,試飲用　冬季限定あらびき茶(特) 60g,試飲用 冬季限定あら,入力する,51,4933378097111,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,208.7,,2017/12/7,2024/9/6,     ,,       ,,,60g,1,製品,2,小売支援課,,冬用あらびき茶(特),1 軽減税率,,,4,粉末,28,煎茶粉末,2,M(無薬相当品),,
1080159,アラビキゲンマイチャ,あらびき玄米茶 30g,あらびき玄米茶 30g,入力する,047/502,4933378097418,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,104.26,520,2018/10/5,2024/9/6,     ,,       ,,小売商品用,30g、(袋:YF35),1,製品,2,小売支援課,,あらびき玄米茶,1 軽減税率,,,4,粉末,30,煎茶粉末-玄米粉末,2,M(無薬相当品),,
1080161,トウキゲンテイアラビ,冬季限定　あらびき茶(特) 30g,冬季限定 あらびき茶(,入力する,51,4933378098361,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,138.1,520,2018/12/1,2024/9/6,     ,,       ,,サイズ変更,30g,1,製品,2,小売支援課,,冬用あらびき茶,1 軽減税率,,,4,粉末,28,煎茶粉末,2,M(無薬相当品),,
1080165,アラビキゲンマイチャ,あらびき玄米茶 60g缶入,あらびき玄米茶 60g缶,入力する,047/502,4933378100323,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,192.42,1000,2020/12/21,2024/9/6,     ,,       ,,志布志市東京事務所,60g、プル缶,1,製品,2,小売支援課,,あらびき玄米茶,1 軽減税率,,,4,粉末,30,煎茶粉末-玄米粉末,2,M(無薬相当品),,
1080166,シインヨウアラビキゲ,試飲用　あらびき玄米茶 60g,試飲用 あらびき玄米,入力する,047/502,,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,141.02,1000,2021/7/14,2024/9/6,     ,,       ,,60gに統一となったため新規,60g,1,製品,2,小売支援課,,あらびき玄米茶,1 軽減税率,,,4,粉末,30,煎茶粉末-玄米粉末,2,M(無薬相当品),,
1090307,テマリ,手まり　3缶セット,手まり 3缶ｾｯﾄ,入力する,販売用コード,4933378070084,  1 お茶,  1 お茶,1 外税,管理しない,管理する,管理する,,,,1378.33,3500,2012/3/21,2024/11/13,     ,,       ,,,,7,セット商品,5,販売用,,手まりセット,1 軽減税率,,,,,,,,,,
1090308,テマリ,手まり 2缶セット,手まり 2缶ｾｯﾄ,入力する,販売用コード,4933378070022,  1 お茶,  1 お茶,1 外税,管理しない,管理する,管理する,,,,952.22,2380,2013/5/22,2024/11/13,     ,,       ,,,,7,セット商品,5,販売用,,手まり 2缶セット,1 軽減税率,,,,,,,,,,
1090335,ベニフウキフンマツ,べにふうき 60g(粉末)缶入り,べにふうき缶 1000/60,入力する,54,4933378090884,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,252,1000,2008/3/13,2024/11/13,     ,,       ,,,60g,1,製品,2,小売支援課,1-E6-1,べにふうき、粉末、缶,1 軽減税率,,,4,粉末,28,煎茶粉末,5,慣行品(上記以外),,
1090336,ベニフウキフンマツ,べにふうき 30g(粉末)袋　,べにふうき(粉末)袋 3,入力する,54,4933378094707,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,127.6,520,2016/5/23,2024/9/6,     ,,       ,,,30g,1,製品,2,小売支援課,1-E6-2,べにふうき、粉末、袋,1 軽減税率,,,4,粉末,28,煎茶粉末,5,慣行品(上記以外),,
1090346,カオリダシコ,香出粉,香出粉,入力する,店舗使用分,4933378092086,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,,200,2015/7/21,2024/11/18,     ,,       ,,小売課　在庫表,500g,6,その他,2,小売支援課,,香出粉,0 通常,,,,,,,,,,
1090353,テマリ,手まり　3缶セット(新茶)緑,手まり 3缶ｾｯﾄ(新茶),入力する,販売用コード,4933378071258,  1 お茶,  1 お茶,1 外税,管理しない,管理する,管理する,,,,1378.33,3500,2016/5/16,2024/11/13,     ,,       ,,,新茶　3缶用,7,セット商品,2,小売支援課,,手まりセット,1 軽減税率,,,,,,,,,,
1090354,カンシャサイヨウセッ,感2 煎茶(陽)80g　2本セット,煎茶(陽)80g2本組,入力する,販売用コード,4933378071265,  1 お茶,  1 お茶,1 外税,管理しない,管理する,管理する,,,,339,1100,2016/6/1,2024/10/1,     ,,       ,,寿店用,寿店/2024年10月　感謝祭用,7,セット商品,5,販売用,,感謝祭用,1 軽減税率,,,,,,,,,,
1090355,カンシャサイヨウセッ,感3 栄西(薫)50g 緑(風)50gセット,栄(薫)50g緑(風)50gS,入力する,販売用コード,4933378071272,  1 お茶,  1 お茶,1 外税,管理しない,管理する,管理する,,,,351.48,1200,2016/6/1,2024/10/1,     ,,       ,,寿店用,寿店/2024年10月　感謝祭用,7,セット商品,5,販売用,,感謝祭用,1 軽減税率,,,,,,,,,,
1090360,アラビキチャ,あらびき茶(特)30g×8個セット,,入力する,販売用コード,4933378071326,  1 お茶,  1 お茶,1 外税,管理しない,管理する,管理する,,,,1001.12,2937,2016/9/2,2024/9/6,     ,,       ,,ふるさと納税向け,30g×8個セット　ふるさと納税用,7,セット商品,5,販売用,,あらびき茶セット,1 軽減税率,,,,,,,,,,
1090361,アラビキチャトク,あらびき茶(特)30g 16個セット,あらびき茶 30g 16個ｾ,入力する,販売用コード,4933378071333,  1 お茶,  1 お茶,1 外税,管理しない,管理する,管理する,,,,2002.24,6150,2016/9/10,2024/9/6,     ,,       ,,,ふるさと納税,7,セット商品,5,販売用,,あらびき茶(特)セット,1 軽減税率,,,,,,,,,,
1090368,カンシャサイヨウセッ,感1 緑茶伝説(薫)80g,感謝祭用セット1,入力する,販売用コード,4933378071418,  1 お茶,  1 お茶,1 外税,管理しない,管理する,管理する,,,,299.45,1000,2016/9/24,2025/2/6,     ,,       ,,,西志布志店/2025年1月　感謝祭用,1,製品,5,販売用,,感謝祭用,1 軽減税率,,,,,,,,,,
1090369,カンシャサイヨウセッ,感2 春曙80g,感謝祭用,入力する,販売用コード,4933378071425,  1 お茶,  1 お茶,1 外税,管理しない,管理する,管理する,,,,312.6,1000,2016/10/3,2025/2/8,     ,,       ,,,西志布志店/2025年2月　感謝祭用,7,セット商品,5,販売用,,感謝祭用,1 軽減税率,,,,,,,,,,
1090384,シンチャテマリ,新茶手まり2缶セット,新茶手まり2缶ｾｯﾄ,入力する,販売用コード,4933378071609,  1 お茶,  1 お茶,1 外税,管理しない,管理する,管理する,,,,948.72,2380,2017/5/17,2024/11/13,     ,,       ,,大和鹿屋店用,新茶(薫)80g、新茶栄西(薫)80gセット,7,セット商品,5,販売用,,新茶手まりセット,1 軽減税率,,,,,,,,,,
1090385,シンチャテマリ,新茶手まり3缶セット,新茶手まり3缶ｾｯﾄ,入力する,販売用コード,4933378071616,  1 お茶,  1 お茶,1 外税,管理しない,管理する,管理する,,,,1374.83,3500,2017/5/17,2024/11/13,     ,,       ,,大和鹿屋店用,新茶(薫)80g×2、新茶栄西(薫)80gセット,7,セット商品,5,販売用,,新茶手まりセット,1 軽減税率,,,,,,,,,,
1090386,シンチャアラビキチャ,新茶あらびき茶(特)30g×8個セット,新茶あらびき茶(特)30,入力する,販売用コード,4933378071623,  1 お茶,  1 お茶,1 外税,管理しない,管理する,管理する,,,,1014.48,2937,2017/5/25,2024/9/6,     ,,       ,,,30g×8個セット、ふるさと納税用,7,セット商品,5,販売用,,新茶　あらびき茶(特)セット,1 軽減税率,,,,,,,,,,
1090387,シンチャアラビキチャ,新茶あらびき茶(特)30g×16個セット,新茶あらびき茶(特)30,入力する,販売用コード,4933378071630,  1 お茶,  1 お茶,1 外税,管理しない,管理する,管理する,,,,2028.96,6641,2017/5/25,2024/9/6,     ,,       ,,,30g×16個セット、ふるさと納税用,7,セット商品,5,販売用,,新茶あらびき茶(特)セット,1 軽減税率,,,,,,,,,,
1090392,カンシャサイヨウセッ,感謝祭用セット,感謝祭用セット2,入力する,販売用コード,4933378071791,  1 お茶,  1 お茶,1 外税,管理しない,管理する,管理する,,,,401.84,926,2017/9/26,2024/11/16,     ,,       ,,商品コード固定の為使用不可,有明店/感謝祭用2,7,セット商品,5,販売用,,感2,1 軽減税率,,,,,,,,,,
1090407,センチャ,煎茶500/200g,煎茶500/200g,入力する,19,4933378093229,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,330.7,500,2005/1/26,2024/9/6,     ,,       ,,加賀屋用,500/200g,1,製品,2,小売支援課,1-S6-3,煎茶,1 軽減税率,,,1,リーフ,1,煎茶,5,慣行品(上記以外),,
1090408,コナチャ,粉茶600/500g,粉茶600/500g,入力する,69,4933378093236,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,606.01,600,2005/1/26,2024/9/6,     ,,       ,,加賀屋用,600/500g,1,製品,2,小売支援課,1-S6-3,粉茶,1 軽減税率,,,4,粉末,28,煎茶粉末,5,慣行品(上記以外),,
1090409,センチャヨウ,煎茶(陽) 500g,煎茶(陽)/500g,入力する,12,4933378090365,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,894.05,,2005/1/26,2024/9/6,     ,,       ,,,2500/500g,1,製品,2,小売支援課,1-E1-2,煎茶(陽),1 軽減税率,,,1,リーフ,1,煎茶,5,慣行品(上記以外),,
1090411,ＴＥＡＥＴギフトセッ,TEAETギフトセットA,TEAETｷﾞﾌﾄｾｯﾄA,入力する,,4933378071340,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,744.23,3000,2016/9/17,2024/9/13,     ,,       ,,ビスク向け,緑茶P1g/10*1、緑茶TB3g/6*1、緑茶D4g/5*1、ギフト箱*1,7,セット商品,2,小売支援課,,TEAETセット,1 軽減税率,,,,,,,,,,
1090413,ＴＥＡＥＴツメアワセ,TEAET詰合せセット,ﾃｨｰｴｯﾄ詰合せｾｯﾄ,入力する,,4933378071746,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,1094.41,3704,2017/6/25,2024/11/16,     ,,       ,,ふるさと納税高島屋,緑茶P1g/10、ほうじP1g/10、緑茶TB3g/8、大隅ローズ5g/3,7,セット商品,2,小売支援課,,TEAETセット,1 軽減税率,,,,,,,,,,
1090420,ＴＥＡＥＴギフトセッ,TEAETギフトセットA2,TEAETｷﾞﾌﾄｾｯﾄA2,入力する,,4933378071883,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,534.9,2000,2018/5/14,2024/9/13,     ,,       ,,宮崎の初盆で受注、他でも使用する可能性有,緑茶P1g/10、緑茶TB3g/6、ギフト2本箱,7,セット商品,2,小売支援課,,TEAETセット,1 軽減税率,,,,,,,,,,
1090421,ティーアロマリョクチ,ティーアロマ(緑茶)110_60g_袋50494,ﾃｨｰｱﾛﾏ(緑茶)/60g,入力する,110,4933378097975,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,85,800,2018/7/11,2024/9/6,     ,,       ,,原田店バスツアーにて先行販売,60g、茶香炉用、(袋:50494),1,製品,2,小売支援課,,ティーアロマ(緑茶),0 通常,,,5,その他,34,茶香炉用原料,,,,
1090422,ティーアロマコウチャ,ティーアロマ(紅茶)109_60g_袋50494,ﾃｨｰｱﾛﾏ(紅茶)/60g,入力する,109,4933378097982,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,85,800,2018/7/11,2024/9/6,     ,,       ,,原田店バスツアーにて先行販売,60g、茶香炉用、(袋:50494),1,製品,2,小売支援課,,ティーアロマ(紅茶),0 通常,,,5,その他,34,茶香炉用原料,,,,
1090430,ＴＥＡＥＴギフトセッ,TEAETギフトセット TP-03,TEAETｷﾞﾌﾄｾｯﾄ TP-03,入力する,,4933378071951,  1 お茶,  1 お茶,1 外税,管理する,管理する,管理する,,,,978.46,3700,2018/12/5,2024/9/13,     ,,       ,,高島屋向け,ほうじP1g /10、緑茶D4g/5、大隅ローズ5g/3,7,セット商品,2,小売支援課,,TEAETセット,1 軽減税率,,,,,,,,,,
